# num_particles=1000
time,x_est,y_est,x_gt,y_gt,rmse
1768584035.76233,-2.03974,4.68341,-2.18305,4.59776,0.11167
1768584035.87739,-2.07563,4.62827,-2.27256,4.55319,0.16213
1768584035.96588,-2.12113,4.61109,-2.36116,4.50683,0.10759
1768584036.07277,-2.28454,4.58235,-2.44882,4.45871,0.04163
1768584036.15071,-2.42653,4.49387,-2.53550,4.40884,0.04510
1768584036.28476,-2.49305,4.46755,-2.62116,4.35725,0.10977
1768584036.35314,-2.51557,4.38725,-2.70578,4.30396,0.09416
1768584036.46118,-2.61163,4.30427,-2.78931,4.24899,0.16655
1768584036.55295,-2.63700,4.31636,-2.87173,4.19236,0.06424
1768584036.65908,-2.78497,4.18489,-2.95300,4.13409,0.03682
1768584036.75260,-2.83958,4.17441,-3.03308,4.07420,0.06187
1768584036.85129,-2.89116,4.13594,-3.11195,4.01273,0.02817
1768584036.97014,-3.01371,4.09465,-3.18958,3.94969,0.08576
1768584037.05292,-3.10768,3.97514,-3.26593,3.88512,0.05082
1768584037.16512,-3.20233,3.99888,-3.34098,3.81903,0.06760
1768584037.24961,-3.22087,3.93551,-3.41468,3.75145,0.17042
1768584037.35766,-3.27208,3.84476,-3.48702,3.68241,0.08831
1768584037.45204,-3.38350,3.83407,-3.55797,3.61193,0.21469
1768584037.54815,-3.40247,3.75996,-3.62749,3.54006,0.09172
1768584037.66124,-3.50411,3.68618,-3.69556,3.46680,0.14144
1768584037.75733,-3.58026,3.54872,-3.76216,3.39221,0.09549
1768584037.84954,-3.62729,3.53357,-3.82724,3.31629,0.01527
1768584037.95033,-3.81198,3.31619,-3.89080,3.23909,0.01839
1768584038.04931,-3.80998,3.30994,-3.95280,3.16063,0.00598
1768584038.17933,-3.88578,3.24233,-4.01322,3.08094,0.17764
1768584038.24846,-3.89991,3.21776,-4.07203,3.00007,0.15443
1768584038.35816,-3.94642,3.08990,-4.12921,2.91803,0.05642
1768584038.45258,-4.01781,2.98445,-4.18474,2.83487,0.08627
1768584038.56455,-4.04667,2.94311,-4.23860,2.75062,0.22072
1768584038.65265,-4.12190,2.93796,-4.29076,2.66530,0.04736
1768584038.75185,-4.19168,2.75711,-4.34120,2.57896,0.07680
1768584038.85223,-4.23698,2.72012,-4.38991,2.49162,0.03061
1768584038.95334,-4.31124,2.57270,-4.43686,2.40333,0.01674
1768584039.05433,-4.37912,2.47883,-4.48204,2.31412,0.03554
1768584039.15135,-4.43950,2.36789,-4.52542,2.22402,0.01788
1768584039.25829,-4.47281,2.29881,-4.56700,2.13307,0.18259
1768584039.34848,-4.48330,2.29535,-4.60674,2.04131,0.03198
1768584039.44807,-4.58746,2.15764,-4.64464,1.94878,0.05108
1768584039.54826,-4.57090,2.07771,-4.68069,1.85550,0.03470
1768584039.65108,-4.67631,1.93458,-4.71486,1.76152,0.11674
1768584039.75367,-4.73763,1.95742,-4.74714,1.66688,0.06471
1768584039.84916,-4.75022,1.70733,-4.77753,1.57161,0.04011
1768584039.96151,-4.77464,1.69608,-4.80600,1.47575,0.09866
1768584040.05263,-4.80339,1.47640,-4.83256,1.37934,0.01527
1768584040.16015,-4.82933,1.39427,-4.85717,1.28242,0.11734
1768584040.26362,-4.79778,1.38362,-4.87985,1.18503,0.16414
1768584040.35018,-4.81369,1.33524,-4.90057,1.08720,0.05613
1768584040.45415,-4.88447,1.12909,-4.91934,0.98898,0.11611
1768584040.55324,-4.89877,1.10325,-4.93613,0.89040,0.07362
1768584040.64735,-4.98928,0.96601,-4.95095,0.79151,0.10158
1768584040.75185,-5.00571,0.96441,-4.96379,0.69234,0.03428
1768584040.84877,-4.97685,0.81396,-4.97464,0.59293,0.06216
1768584040.94811,-4.96673,0.75443,-4.98351,0.49332,0.14194
1768584041.04968,-5.06611,0.60875,-4.99037,0.39356,0.06617
1768584041.14973,-5.03335,0.53684,-4.99525,0.29368,0.11571
1768584041.25128,-4.97302,0.40724,-4.99812,0.19372,0.07994
1768584041.35205,-4.94244,0.23367,-4.99900,0.09373,0.03914
1768584041.45185,-5.01439,0.15812,-4.99787,-0.00626,0.03207
1768584041.55587,-5.00646,0.02463,-4.99475,-0.10621,0.14138
1768584041.65878,-4.95658,0.02992,-4.98962,-0.20608,0.02200
1768584041.76292,-4.99855,-0.18597,-4.98250,-0.30582,0.01587
1768584041.86974,-4.99670,-0.29872,-4.97339,-0.40541,0.13303
1768584041.96616,-5.00336,-0.27580,-4.96229,-0.50479,0.03834
1768584042.06019,-4.98673,-0.47524,-4.94920,-0.60392,0.12090
1768584042.15082,-4.95138,-0.48304,-4.93413,-0.70278,0.12193
1768584042.25103,-4.93307,-0.58086,-4.91709,-0.80132,0.07182
1768584042.34790,-4.86692,-0.72808,-4.89808,-0.89949,0.05021
1768584042.45292,-4.86786,-0.81116,-4.87712,-0.99727,0.06780
1768584042.55488,-4.94492,-0.99719,-4.85420,-1.09460,0.03031
1768584042.64992,-4.90357,-0.98248,-4.82934,-1.19146,0.08553
1768584042.75376,-4.87941,-1.01287,-4.80254,-1.28780,0.01712
1768584042.85686,-4.82846,-1.17436,-4.77383,-1.38359,0.16900
1768584042.95993,-4.82125,-1.22138,-4.74320,-1.47878,0.19274
1768584043.05364,-4.75368,-1.28633,-4.71068,-1.57335,0.14707
1768584043.16829,-4.72534,-1.42701,-4.67627,-1.66724,0.18864
